,Unnamed: 0,propertyID_hemnet,houseAddress_1,houseAddress_2,Municipality,Date_of_sale_txt,Date_of_sale,Final_price,Starting_price,Housing_type,Tenure_type,Rooms,Living_Area_m2,Ancillary_Area_m2,Lot_area_m2,year_built,Ground_Rent_perYear,Operating_Cost,Patio_dummy,Elevator_dummy,Balcony_Dummy,Floor,Total_Floors,link
0,1,1.465752908669514e+18,Ölanda 5:23,"Ölanda, Ale kommun",Ale,6 december 2022,2022-12-06,800000,950000.0,Plot of land,Ownership,0.0,0.0,0.0,1535,0,0,0,0,0,0,,,https://www.hemnet.se/salda/tomt-0rum-olanda-ale-kommun-olanda-5-23-1465752908669514072
1,2,3.688282288400304e+18,,"Ale, Ale kommun",Ale,4 augusti 2022,2022-08-04,900000,900000.0,Plot of land,Ownership,0.0,0.0,0.0,2000,0,0,0,0,0,0,,,https://www.hemnet.se/salda/tomt-ale-ale-kommun-3688282288400303613
2,3,6.128210270813532e+18,Del av ALE SANNUM 1:22,"Nol, Ale kommun",Ale,6 juli 2022,2022-07-06,900000,900000.0,Plot of land,Ownership,0.0,0.0,0.0,2000,0,0,0,0,0,0,,,https://www.hemnet.se/salda/tomt-nol-ale-kommun-del-av-ale-sannum-1-22-6128210270813532666
3,4,2.327970822633508e+18,Skår Övre 270,"Skepplanda, Ale kommun",Ale,30 juni 2022,2022-06-30,415000,495000.0,Plot of land,Ownership,0.0,0.0,0.0,1028,0,0,0,0,0,0,,,https://www.hemnet.se/salda/tomt-skepplanda-ale-kommun-skar-ovre-270-2327970822633507927
4,5,9.008858788668006e+18,Starrkärrs-hult 1:29,"Sannum, Ale kommun",Ale,6 maj 2022,2022-05-06,860000,850000.0,Plot of land,Ownership,0.0,0.0,0.0,9831,0,0,0,0,0,0,,,https://www.hemnet.se/salda/tomt-sannum-ale-kommun-starrkarrs-hult-1-29-9008858788668006746
5,6,7.701530784573227e+18,Älebräckevägen 33,"Älvängen, Ale kommun",Ale,3 maj 2022,2022-05-03,2100000,2185000.0,Plot of land,Ownership,0.0,0.0,0.0,5394,0,0,0,0,0,0,,,https://www.hemnet.se/salda/tomt-alvangen-ale-kommun-alebrackevagen-33-7701530784573226747
6,7,6.872460403280912e+18,Ale Relsbo 1:20,"Nödinge, Ale kommun",Ale,29 april 2022,2022-04-29,1025000,1200000.0,Plot of land,Ownership,0.0,0.0,0.0,1252,0,0,0,0,0,0,,,https://www.hemnet.se/salda/tomt-nodinge-ale-kommun-ale-relsbo-1-20-6872460403280911923
7,8,4.81333441997477e+18,Alvhem 2:116,"Alvhem, Ale kommun",Ale,13 april 2022,2022-04-13,975000,975000.0,Plot of land,Ownership,0.0,0.0,0.0,5700,0,0,0,0,0,0,,,https://www.hemnet.se/salda/tomt-alvhem-ale-kommun-alvhem-2-116-4813334419974769169
8,9,7.86197890391362e+18,Länsmansvägen 38,"Älvängen, Ale kommun",Ale,22 mars 2022,2022-03-22,2210000,2195000.0,Plot of land,Ownership,0.0,0.0,0.0,840,0,0,0,0,0,0,,,https://www.hemnet.se/salda/tomt-alvangen-ale-kommun-lansmansvagen-38-7861978903913621508
9,10,1.496498990872405e+17,Alvhem 2:117,"Alvhem, Ale kommun",Ale,16 februari 2022,2022-02-16,1000000,975000.0,Plot of land,Ownership,0.0,0.0,0.0,7100,0,0,0,0,0,0,,,https://www.hemnet.se/salda/tomt-alvhem-ale-kommun-alvhem-2-117-149649899087240504
10,11,5.589320834126323e+17,Sabbatsvägen 4,"Nödinge, Ale kommun",Ale,25 januari 2022,2022-01-25,2400000,2195000.0,Plot of land,Ownership,0.0,0.0,0.0,1051,0,0,0,0,0,0,,,https://www.hemnet.se/salda/tomt-nodinge-ale-kommun-sabbatsvagen-4-558932083412632326
11,12,1510018.0,,"Nödinge, Ale kommun",Ale,9 december 2021,2021-12-09,1200000,1200000.0,Plot of land,Ownership,0.0,0.0,0.0,1500,0,0,0,0,0,0,,,https://www.hemnet.se/salda/tomt-nodinge-ale-kommun-1510018
12,13,1510015.0,Del av Bönabo 1:5. Tomt A.,"Nödinge, Ale kommun",Ale,9 december 2021,2021-12-09,1200000,1200000.0,Plot of land,Ownership,0.0,0.0,0.0,1500,0,0,0,0,0,0,,,"https://www.hemnet.se/salda/tomt-nodinge-ale-kommun-del-av-bonabo-1-5,-tomt-a,-1510015"
13,14,1491239.0,Källtorpsvägen 2B,"Bohus, Ale kommun",Ale,4 november 2021,2021-11-04,2500000,2500000.0,Plot of land,Ownership,0.0,0.0,0.0,1198,0,0,0,0,0,0,,,https://www.hemnet.se/salda/tomt-bohus-ale-kommun-kalltorpsvagen-2b-1491239
14,15,1479385.0,Del av Utby 5:8,"Alafors, Ale kommun",Ale,17 oktober 2021,2021-10-17,1425000,1250000.0,Plot of land,Ownership,0.0,0.0,0.0,2319,0,0,0,0,0,0,,,https://www.hemnet.se/salda/tomt-alafors-ale-kommun-del-av-utby-5-8-1479385
15,16,1460941.0,Nol 18:78,"Nol, Ale kommun",Ale,21 september 2021,2021-09-21,1970000,1400000.0,Plot of land,Ownership,0.0,0.0,0.0,641,0,0,0,0,0,0,,,https://www.hemnet.se/salda/tomt-nol-ale-kommun-nol-18-78-1460941
16,17,1457077.0,Nol 18:77,"Nol, Ale kommun",Ale,15 september 2021,2021-09-15,1890000,1400000.0,Plot of land,Ownership,0.0,0.0,0.0,644,0,0,0,0,0,0,,,https://www.hemnet.se/salda/tomt-nol-ale-kommun-nol-18-77-1457077
17,18,1456776.0,Del av Starrkärrs-Hålan 1:6,"Nol, Ale kommun",Ale,12 september 2021,2021-09-12,1200000,1200000.0,Plot of land,Ownership,0.0,0.0,0.0,1950,0,0,0,0,0,0,,,https://www.hemnet.se/salda/tomt-nol-ale-kommun-del-av-starrkarrs-halan-1-6-1456776
18,19,1420726.0,Skår 3:64,"Skepplanda, Ale kommun",Ale,7 juli 2021,2021-07-07,850000,795000.0,Plot of land,Ownership,0.0,0.0,0.0,3402,0,0,0,0,0,0,,,https://www.hemnet.se/salda/tomt-skepplanda-ale-kommun-skar-3-64-1420726
19,20,1420725.0,Skår 3:65,"Skepplanda, Ale kommun",Ale,7 juli 2021,2021-07-07,850000,795000.0,Plot of land,Ownership,0.0,0.0,0.0,2370,0,0,0,0,0,0,,,https://www.hemnet.se/salda/tomt-skepplanda-ale-kommun-skar-3-65-1420725
20,21,1399288.0,Del av Relsbo Gård norra,"Nödinge, Ale kommun",Ale,3 juni 2021,2021-06-03,1250000,1200000.0,Plot of land,Ownership,0.0,0.0,0.0,1200,0,0,0,0,0,0,,,https://www.hemnet.se/salda/tomt-nodinge-ale-kommun-del-av-relsbo-gard-norra-1399288
21,22,1392872.0,Haj 155,"Alvhem, Ale kommun",Ale,26 maj 2021,2021-05-26,1100000,1250000.0,Plot of land,Ownership,0.0,0.0,0.0,10411,0,0,532,0,0,0,,,https://www.hemnet.se/salda/tomt-alvhem-ale-kommun-haj-155-1392872
22,23,1383350.0,Tuvtåtelvägen 16,"Alvhem, Ale kommun",Ale,12 maj 2021,2021-05-12,1000000,1000000.0,Plot of land,Ownership,0.0,0.0,0.0,522,0,0,0,0,0,0,,,https://www.hemnet.se/salda/tomt-alvhem-ale-kommun-tuvtatelvagen-16-1383350
23,24,1381927.0,Älebräcke 1:6,Ale kommun,Ale,11 maj 2021,2021-05-11,2600000,2500000.0,Plot of land,Ownership,0.0,0.0,0.0,38224,0,0,0,0,0,0,,,https://www.hemnet.se/salda/tomt-ale-kommun-alebracke-1-6-1381927
24,25,1355494.0,Kvarnabovägen 8,"Skepplanda, Ale kommun",Ale,29 mars 2021,2021-03-29,900000,895000.0,Plot of land,Ownership,0.0,0.0,0.0,1601,0,0,0,0,0,0,,,https://www.hemnet.se/salda/tomt-skepplanda-ale-kommun-kvarnabovagen-8-1355494
25,26,1353401.0,Starrkärrs-Hålan 1:25,"Ale, Ale kommun",Ale,25 mars 2021,2021-03-25,1500000,1500000.0,Plot of land,Ownership,0.0,0.0,0.0,30000,0,0,0,0,0,0,,,https://www.hemnet.se/salda/tomt-ale-ale-kommun-starrkarrs-halan-1-25-1353401
26,27,1309540.0,Ivar Arosenius väg 2B,"Älvängen, Ale kommun",Ale,23 december 2020,2020-12-23,1495000,4195000.0,Plot of land,Ownership,5.0,129.0,0.0,787,0,0,0,1,0,0,,,https://www.hemnet.se/salda/tomt-5rum-alvangen-ale-kommun-ivar-arosenius-vag-2b-1309540
27,28,1307895.0,Knaptorp 1:127,"Gruvåsvägen, Älvängen, Ale kommun",Ale,18 december 2020,2020-12-18,1550000,1400000.0,Plot of land,Ownership,0.0,0.0,0.0,739,0,0,0,0,0,0,,,"https://www.hemnet.se/salda/tomt-gruvasvagen,-alvangen-ale-kommun-knaptorp-1-127-1307895"
28,29,1307769.0,Knaptorp 1:128,"Gruvåsvägen, Älvängen, Ale kommun",Ale,18 december 2020,2020-12-18,1550000,1400000.0,Plot of land,Ownership,0.0,0.0,0.0,713,0,0,0,0,0,0,,,"https://www.hemnet.se/salda/tomt-gruvasvagen,-alvangen-ale-kommun-knaptorp-1-128-1307769"
29,30,1307656.0,Knaptorp 1:129,"Gruvåsvägen, Älvängen, Ale kommun",Ale,18 december 2020,2020-12-18,1400000,1400000.0,Plot of land,Ownership,0.0,0.0,0.0,828,0,0,0,0,0,0,,,"https://www.hemnet.se/salda/tomt-gruvasvagen,-alvangen-ale-kommun-knaptorp-1-129-1307656"
30,31,1307654.0,Knaptorp 1:126,"Gruvåsvägen, Älvängen, Ale kommun",Ale,18 december 2020,2020-12-18,1550000,1400000.0,Plot of land,Ownership,0.0,0.0,0.0,764,0,0,0,0,0,0,,,"https://www.hemnet.se/salda/tomt-gruvasvagen,-alvangen-ale-kommun-knaptorp-1-126-1307654"
31,32,1300988.0,Långetorp 169,"Hålanda, Ale kommun",Ale,8 december 2020,2020-12-08,700000,650000.0,Plot of land,Ownership,0.0,0.0,0.0,1100,0,0,0,0,0,0,,,https://www.hemnet.se/salda/tomt-halanda-ale-kommun-langetorp-169-1300988
32,33,1294733.0,Lid 265,"Skepplanda, Ale kommun",Ale,25 november 2020,2020-11-25,496000,495000.0,Plot of land,Ownership,0.0,0.0,0.0,3064,0,0,0,0,0,0,,,https://www.hemnet.se/salda/tomt-skepplanda-ale-kommun-lid-265-1294733
33,34,1292910.0,Uspastorp 1:21,"Nol, Ale kommun",Ale,20 november 2020,2020-11-20,1100000,1035000.0,Plot of land,Ownership,7.0,160.0,0.0,2078,0,0,0,0,0,0,,,https://www.hemnet.se/salda/tomt-7rum-nol-ale-kommun-uspastorp-1-21-1292910
34,35,1292386.0,Storskiftesvägen 4,"Svenstorp, Ale kommun",Ale,20 november 2020,2020-11-20,1400000,1400000.0,Plot of land,Ownership,0.0,0.0,0.0,759,0,0,0,0,0,0,,,https://www.hemnet.se/salda/tomt-svenstorp-ale-kommun-storskiftesvagen-4-1292386
35,36,1286629.0,Surte 5:65,"Surte, Ale kommun",Ale,11 november 2020,2020-11-11,800000,750000.0,Plot of land,Ownership,0.0,0.0,0.0,7113,0,0,0,0,0,0,,,https://www.hemnet.se/salda/tomt-surte-ale-kommun-surte-5-65-1286629
36,37,1266331.0,Enskiftesvägen 4,"Svenstorp, Ale kommun",Ale,8 oktober 2020,2020-10-08,1345000,1345000.0,Plot of land,Ownership,0.0,0.0,0.0,861,0,0,0,0,0,0,,,https://www.hemnet.se/salda/tomt-svenstorp-ale-kommun-enskiftesvagen-4-1266331
37,38,1264418.0,Ryksdamm 6:3,"Skepplanda, Ale kommun",Ale,5 oktober 2020,2020-10-05,625000,695000.0,Plot of land,Ownership,0.0,0.0,0.0,7406,0,0,0,0,0,0,,,https://www.hemnet.se/salda/tomt-skepplanda-ale-kommun-ryksdamm-6-3-1264418
38,39,1258595.0,Slittorp 370,"Skepplanda, Ale kommun",Ale,25 september 2020,2020-09-25,745000,745000.0,Plot of land,Ownership,0.0,0.0,0.0,0,0,0,0,0,0,0,,,https://www.hemnet.se/salda/tomt-skepplanda-ale-kommun-slittorp-370-1258595
39,40,1250775.0,Jonsvägen 3,"Älvängen, Ale kommun",Ale,14 september 2020,2020-09-14,1400000,1400000.0,Plot of land,Ownership,0.0,0.0,0.0,801,0,0,0,0,0,0,,,https://www.hemnet.se/salda/tomt-alvangen-ale-kommun-jonsvagen-3-1250775
40,41,1248794.0,Norra Trolleviksvägen,"Nödinge, Ale kommun",Ale,10 september 2020,2020-09-10,1400000,1400000.0,Plot of land,Ownership,0.0,0.0,0.0,648,0,0,0,0,0,0,,,https://www.hemnet.se/salda/tomt-nodinge-ale-kommun-norra-trolleviksvagen-1248794
41,42,1239541.0,Norra Trolleviksvägen,"Nödinge, Ale kommun",Ale,27 augusti 2020,2020-08-27,1820000,1550000.0,Plot of land,Ownership,0.0,0.0,0.0,1242,0,0,0,0,0,0,,,https://www.hemnet.se/salda/tomt-nodinge-ale-kommun-norra-trolleviksvagen-1239541
42,43,1229390.0,Hansvägen 10,"Älvängen, Ale kommun",Ale,10 augusti 2020,2020-08-10,1800000,1995000.0,Plot of land,Ownership,0.0,0.0,0.0,1505,0,0,0,0,0,0,,,https://www.hemnet.se/salda/tomt-alvangen-ale-kommun-hansvagen-10-1229390
43,44,1221931.0,Skönningared 6:30,"Skepplanda, Ale kommun",Ale,20 juli 2020,2020-07-20,1600000,1600000.0,Plot of land,Ownership,0.0,0.0,0.0,3722,0,0,0,0,0,0,,,https://www.hemnet.se/salda/tomt-skepplanda-ale-kommun-skonningared-6-30-1221931
44,45,1213619.0,Tuvtåtelvägen 16,"Alvhem, Ale kommun",Ale,2 juli 2020,2020-07-02,500000,675000.0,Plot of land,Ownership,0.0,0.0,0.0,522,0,0,0,0,0,0,,,https://www.hemnet.se/salda/tomt-alvhem-ale-kommun-tuvtatelvagen-16-1213619
45,46,1191720.0,Länsmansvägen 1,"Älvängen, Ale kommun",Ale,26 maj 2020,2020-05-26,1125000,1150000.0,Plot of land,Ownership,0.0,0.0,0.0,1231,0,0,0,0,0,0,,,https://www.hemnet.se/salda/tomt-alvangen-ale-kommun-lansmansvagen-1-1191720
46,47,1190764.0,Sandliden 14,"Bohus, Ale kommun",Ale,23 maj 2020,2020-05-23,1450000,1500000.0,Plot of land,Ownership,0.0,0.0,0.0,687,0,0,1800,0,0,0,,,https://www.hemnet.se/salda/tomt-bohus-ale-kommun-sandliden-14-1190764
47,48,1188295.0,Tuvtåtelvägen 4,"Alvhem, Ale kommun",Ale,19 maj 2020,2020-05-19,525000,675000.0,Plot of land,Ownership,0.0,0.0,0.0,517,0,0,0,0,0,0,,,https://www.hemnet.se/salda/tomt-alvhem-ale-kommun-tuvtatelvagen-4-1188295
48,49,1188293.0,Tuvtåtelvägen 11,"Alvhem, Ale kommun",Ale,19 maj 2020,2020-05-19,525000,675000.0,Plot of land,Ownership,0.0,0.0,0.0,752,0,0,0,0,0,0,,,https://www.hemnet.se/salda/tomt-alvhem-ale-kommun-tuvtatelvagen-11-1188293
49,50,1120849.0,Tuvtåtelvägen 2,"Alvhem, Ale kommun",Ale,12 december 2019,2019-12-12,615000,675000.0,Plot of land,Ownership,0.0,0.0,0.0,0,0,0,0,0,0,0,,,https://www.hemnet.se/salda/tomt-alvhem-ale-kommun-tuvtatelvagen-2-1120849
50,51,1120186.0,Myrvägen 7A,"Nol, Ale kommun",Ale,11 december 2019,2019-12-11,1100000,850000.0,Plot of land,Ownership,0.0,0.0,0.0,1158,0,0,1500,0,0,0,,,https://www.hemnet.se/salda/tomt-nol-ale-kommun-myrvagen-7a-1120186
51,52,1120139.0,Myrvägen 23,"Nol, Ale kommun",Ale,11 december 2019,2019-12-11,1375000,900000.0,Plot of land,Ownership,0.0,0.0,0.0,693,0,0,1500,0,0,0,,,https://www.hemnet.se/salda/tomt-nol-ale-kommun-myrvagen-23-1120139
52,53,1120060.0,Sandliden 14,"Bohus, Ale kommun",Ale,11 december 2019,2019-12-11,1350000,1000000.0,Plot of land,Ownership,0.0,0.0,0.0,687,0,0,1400,0,0,0,,,https://www.hemnet.se/salda/tomt-bohus-ale-kommun-sandliden-14-1120060
53,54,1143736.0,Jonsvägen 3,"Älvängen, Ale kommun",Ale,10 december 2019,2019-12-10,1100000,800000.0,Plot of land,Ownership,0.0,0.0,0.0,801,0,0,0,0,0,0,,,https://www.hemnet.se/salda/tomt-alvangen-ale-kommun-jonsvagen-3-1143736
54,55,1143734.0,Jonsvägen 5,"Älvängen, Ale kommun",Ale,10 december 2019,2019-12-10,1100000,800000.0,Plot of land,Ownership,0.0,0.0,0.0,806,0,0,0,0,0,0,,,https://www.hemnet.se/salda/tomt-alvangen-ale-kommun-jonsvagen-5-1143734
55,56,1143726.0,Storskiftesvägen 4,"Älvängen, Ale kommun",Ale,10 december 2019,2019-12-10,1042000,800000.0,Plot of land,Ownership,0.0,0.0,0.0,801,0,0,0,0,0,0,,,https://www.hemnet.se/salda/tomt-alvangen-ale-kommun-storskiftesvagen-4-1143726
56,57,1143720.0,Enskiftesvägen 4,"Älvängen, Ale kommun",Ale,10 december 2019,2019-12-10,1041000,800000.0,Plot of land,Ownership,0.0,0.0,0.0,861,0,0,0,0,0,0,,,https://www.hemnet.se/salda/tomt-alvangen-ale-kommun-enskiftesvagen-4-1143720
57,58,1143723.0,Enskiftesvägen 1,"Älvängen, Ale kommun",Ale,3 december 2019,2019-12-03,1086000,800000.0,Plot of land,Ownership,0.0,0.0,0.0,810,0,0,0,0,0,0,,,https://www.hemnet.se/salda/tomt-alvangen-ale-kommun-enskiftesvagen-1-1143723
58,59,1143724.0,Storskiftesvägen 2,"Älvängen, Ale kommun",Ale,2 december 2019,2019-12-02,1027500,800000.0,Plot of land,Ownership,0.0,0.0,0.0,840,0,0,0,0,0,0,,,https://www.hemnet.se/salda/tomt-alvangen-ale-kommun-storskiftesvagen-2-1143724
59,60,1143721.0,Enskiftesvägen 3,"Älvängen, Ale kommun",Ale,2 december 2019,2019-12-02,1100000,800000.0,Plot of land,Ownership,0.0,0.0,0.0,860,0,0,0,0,0,0,,,https://www.hemnet.se/salda/tomt-alvangen-ale-kommun-enskiftesvagen-3-1143721
60,61,1143717.0,Enskiftesvägen 2,"Älvängen, Ale kommun",Ale,29 november 2019,2019-11-29,1026500,800000.0,Plot of land,Ownership,0.0,0.0,0.0,843,0,0,0,0,0,0,,,https://www.hemnet.se/salda/tomt-alvangen-ale-kommun-enskiftesvagen-2-1143717
61,62,1111283.0,Ramstorp,"Alvhem, Ale kommun",Ale,19 november 2019,2019-11-19,800000,1750000.0,Plot of land,Ownership,0.0,0.0,0.0,8513,0,0,0,0,0,0,,,https://www.hemnet.se/salda/tomt-alvhem-ale-kommun-ramstorp-1111283
62,63,1143739.0,Jonsvägen 2,"Älvängen, Ale kommun",Ale,12 november 2019,2019-11-12,1100000,800000.0,Plot of land,Ownership,0.0,0.0,0.0,1042,0,0,0,0,0,0,,,https://www.hemnet.se/salda/tomt-alvangen-ale-kommun-jonsvagen-2-1143739
63,64,1106914.0,Svenstorp 1:170,"Älvängen, Ale kommun",Ale,12 november 2019,2019-11-12,1550000,1200000.0,Plot of land,Ownership,0.0,0.0,0.0,1505,0,0,0,0,0,0,,,https://www.hemnet.se/salda/tomt-alvangen-ale-kommun-svenstorp-1-170-1106914
64,65,1143744.0,Svenstorp 1:171,"Älvängen, Ale kommun",Ale,8 november 2019,2019-11-08,1400000,1200000.0,Plot of land,Ownership,0.0,0.0,0.0,1541,0,0,0,0,0,0,,,https://www.hemnet.se/salda/tomt-alvangen-ale-kommun-svenstorp-1-171-1143744
65,66,1103053.0,Utby tomt 2,"Älvängen, Ale kommun",Ale,3 november 2019,2019-11-03,1500000,1480000.0,Plot of land,Ownership,0.0,0.0,0.0,1504,0,0,0,0,0,0,,,https://www.hemnet.se/salda/tomt-alvangen-ale-kommun-utby-tomt-2-1103053
66,67,1103051.0,Utby tomt 1,"Älvängen, Ale kommun",Ale,3 november 2019,2019-11-03,1670000,1480000.0,Plot of land,Ownership,0.0,0.0,0.0,1430,0,0,0,0,0,0,,,https://www.hemnet.se/salda/tomt-alvangen-ale-kommun-utby-tomt-1-1103051
67,68,1098565.0,Kungsgårdens villaby tomt 5,"Alvhem, Ale kommun",Ale,25 oktober 2019,2019-10-25,625000,675000.0,Plot of land,Ownership,0.0,0.0,0.0,862,0,0,0,0,0,0,,,https://www.hemnet.se/salda/tomt-alvhem-ale-kommun-kungsgardens-villaby-tomt-5-1098565
68,69,1098563.0,Kungsgårdens Villaby tomt 4,"Alvhem, Ale kommun",Ale,25 oktober 2019,2019-10-25,1250000,675000.0,Plot of land,Ownership,0.0,0.0,0.0,590,0,0,0,0,0,0,,,https://www.hemnet.se/salda/tomt-alvhem-ale-kommun-kungsgardens-villaby-tomt-4-1098563
69,70,1057682.0,Bräcke,"Bräcke, Ale kommun",Ale,14 augusti 2019,2019-08-14,540000,600000.0,Plot of land,Ownership,0.0,0.0,0.0,2318,0,0,0,0,0,0,,,https://www.hemnet.se/salda/tomt-bracke-ale-kommun-bracke-1057682
70,71,1037127.0,Kungsgårdens Villaby Tomt 10,"Alvhem, Ale kommun",Ale,26 juni 2019,2019-06-26,675000,675000.0,Plot of land,Ownership,0.0,0.0,0.0,663,0,0,0,0,0,0,,,https://www.hemnet.se/salda/tomt-alvhem-ale-kommun-kungsgardens-villaby-tomt-10-1037127
71,72,975926.0,Kungsgårdens Villaby tomt 16,"Alvhem, Ale kommun",Ale,4 april 2019,2019-04-04,675000,675000.0,Plot of land,Ownership,0.0,0.0,0.0,690,0,0,0,0,0,0,,,https://www.hemnet.se/salda/tomt-0rum-alvhem-ale-kommun-kungsgardens-villaby-tomt-16-975926
72,73,972882.0,Båtsmansvägen,"Älvängen, Ale kommun",Ale,29 mars 2019,2019-03-29,1600000,4828600.0,Plot of land,Ownership,0.0,0.0,0.0,543,0,0,3000,0,0,0,,,https://www.hemnet.se/salda/tomt-alvangen-ale-kommun-batsmansvagen-972882
73,74,956961.0,Kungsgårdens Villaby tomt 14,"Alvhem, Ale kommun",Ale,28 februari 2019,2019-02-28,600000,675000.0,Plot of land,Ownership,0.0,0.0,0.0,725,0,0,0,0,0,0,,,https://www.hemnet.se/salda/tomt-alvhem-ale-kommun-kungsgardens-villaby-tomt-14-956961
74,75,956960.0,Kungsgårdens Villaby tomt 12,"Alvhem, Ale kommun",Ale,28 februari 2019,2019-02-28,600000,675000.0,Plot of land,Ownership,0.0,0.0,0.0,759,0,0,0,0,0,0,,,https://www.hemnet.se/salda/tomt-alvhem-ale-kommun-kungsgardens-villaby-tomt-12-956960
75,76,956959.0,Kungsgårdens Villaby tomt 3,"Alvhem, Ale kommun",Ale,28 februari 2019,2019-02-28,1800000,675000.0,Plot of land,Ownership,0.0,0.0,0.0,778,0,0,0,0,0,0,,,https://www.hemnet.se/salda/tomt-alvhem-ale-kommun-kungsgardens-villaby-tomt-3-956959
76,77,948043.0,Kungsgårdens Villaby tomt 9,"Alvhem, Ale kommun",Ale,18 februari 2019,2019-02-18,675000,675000.0,Plot of land,Ownership,0.0,0.0,0.0,557,0,0,0,0,0,0,,,https://www.hemnet.se/salda/tomt-alvhem-ale-kommun-kungsgardens-villaby-tomt-9-948043
77,78,911019.0,Gurentorp 245,"Starrkärr Gurentorp, Ale kommun",Ale,13 november 2018,2018-11-13,750000,750000.0,Plot of land,Ownership,0.0,0.0,0.0,1600,0,0,800,0,0,0,,,https://www.hemnet.se/salda/tomt-starrkarr-gurentorp-ale-kommun-gurentorp-245-911019
78,79,893954.0,Ramstorp 3:32  /  3:33,"Alvhem, Ale kommun",Ale,9 oktober 2018,2018-10-09,800000,800000.0,Plot of land,Ownership,0.0,0.0,0.0,1440,0,0,0,0,0,0,,,https://www.hemnet.se/salda/tomt-alvhem-ale-kommun-ramstorp-3-32-3-33-893954
79,80,930368.0,Slittorp 375,"Skepplanda, Ale kommun",Ale,28 september 2018,2018-09-28,2000000,2500000.0,Plot of land,Ownership,0.0,0.0,0.0,30000,0,0,0,0,0,0,,,https://www.hemnet.se/salda/tomt-skepplanda-ale-kommun-slittorp-375-930368
80,81,919331.0,Kungsgårdens Villaby tomt 13,"Alvhem, Ale kommun",Ale,26 september 2018,2018-09-26,675000,675000.0,Plot of land,Ownership,0.0,725.0,0.0,0,0,0,0,0,0,0,,,https://www.hemnet.se/salda/tomt-725m2-alvhem-ale-kommun-kungsgardens-villaby-tomt-13-919331
81,82,882802.0,Fornminnesvägen,"Älvängen, Ale kommun",Ale,17 september 2018,2018-09-17,1100000,1380000.0,Plot of land,Ownership,0.0,0.0,0.0,616,0,0,0,0,0,0,,,https://www.hemnet.se/salda/tomt-alvangen-ale-kommun-fornminnesvagen-882802
82,83,875886.0,Båstorp 7:11,"Alvhem, Ale kommun",Ale,4 september 2018,2018-09-04,600000,495000.0,Plot of land,Ownership,0.0,0.0,0.0,3365,0,0,0,0,0,0,,,https://www.hemnet.se/salda/tomt-alvhem-ale-kommun-bastorp-7-11-875886
83,84,629340.0,Frövet 375,"Skepplanda, Ale kommun",Ale,30 augusti 2018,2018-08-30,450000,450000.0,Plot of land,Ownership,0.0,0.0,0.0,2575,0,0,0,0,0,0,,,https://www.hemnet.se/salda/tomt-skepplanda-ale-kommun-frovet-375-629340
84,85,860479.0,Lahallsvägen,"NÖDINGE, Ale kommun",Ale,2 augusti 2018,2018-08-02,825000,895000.0,Plot of land,Ownership,0.0,0.0,0.0,978,0,0,0,0,0,0,,,https://www.hemnet.se/salda/tomt-nodinge-ale-kommun-lahallsvagen-860479
85,86,852610.0,Ledetvägen,"Alafors, Ale kommun",Ale,5 juli 2018,2018-07-05,760000,800000.0,Plot of land,Ownership,0.0,0.0,0.0,874,0,0,0,0,0,0,,,https://www.hemnet.se/salda/tomt-alafors-ale-kommun-ledetvagen-852610
86,87,805822.0,Rannebergsvägen,"Älvängen, Ale kommun",Ale,18 mars 2018,2018-03-18,740000,695000.0,Plot of land,Ownership,0.0,0.0,0.0,893,0,0,0,0,0,0,,,https://www.hemnet.se/salda/tomt-alvangen-ale-kommun-rannebergsvagen-805822
87,88,803287.0,Gamla vägen 4,"Älvängen, Ale kommun",Ale,12 mars 2018,2018-03-12,1500000,1650000.0,Plot of land,Ownership,0.0,0.0,0.0,804,0,0,0,0,0,0,,,https://www.hemnet.se/salda/tomt-alvangen-ale-kommun-gamla-vagen-4-803287
88,89,782583.0,Ale Fors 6:8,"Skepplanda, Ale kommun",Ale,23 januari 2018,2018-01-23,815000,700000.0,Plot of land,Ownership,0.0,0.0,0.0,3180,0,0,0,0,0,0,,,https://www.hemnet.se/salda/tomt-skepplanda-ale-kommun-ale-fors-6-8-782583
89,90,774552.0,Skönningared 410,"SKEPPLANDA, Ale kommun",Ale,21 december 2017,2017-12-21,925000,925000.0,Plot of land,Ownership,0.0,0.0,0.0,2362,0,0,0,0,0,0,,,https://www.hemnet.se/salda/tomt-skepplanda-ale-kommun-skonningared-410-774552
90,91,770170.0,Göteborgsvägen 67,"Älvängen, Ale kommun",Ale,6 december 2017,2017-12-06,700000,985000.0,Plot of land,Ownership,0.0,0.0,0.0,1304,0,0,0,0,0,0,,,https://www.hemnet.se/salda/tomt-alvangen-ale-kommun-goteborgsvagen-67-770170
91,92,736342.0,Del av Sannum Södergård 490,"Ale - Sannum, Ale kommun",Ale,26 september 2017,2017-09-26,925000,900000.0,Plot of land,Ownership,0.0,0.0,0.0,10000,0,0,0,0,0,0,,,https://www.hemnet.se/salda/tomt-ale-sannum-ale-kommun-del-av-sannum-sodergard-490-736342
